Loan_ID,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Gender_Male,Married_Yes,Dependents_1,Dependents_2,Dependents_3+,Education_Not Graduate,Self_Employed_Yes,Property_Area_Semiurban,Property_Area_Urban
LP001034,-0.29610748343423776,-0.5544873301529852,-0.5444210256141742,-1.5908133240284363,0.41173269183271005,1,0,1,0,0,1,0,0,1
LP001146,-0.45190530379684973,0.6220377951842305,-0.3064354712021687,0.2732312961117544,-2.428760260810931,0,1,0,0,0,0,0,0,1
LP002936,-0.2530214405789623,0.5741559586879486,-0.044651361348962616,-2.5228356340985316,0.41173269183271005,1,1,0,0,0,0,0,0,0
LP002618,-0.22173081630003605,1.2588662205847816,-0.09224847223136372,0.2732312961117544,0.41173269183271005,1,1,1,0,0,1,0,0,0
LP001006,-0.4620624697931504,0.2519796016915365,-0.3064354712021687,0.2732312961117544,0.41173269183271005,1,1,0,0,0,1,0,0,1
LP002110,-0.025140506694216542,-0.3191823050855421,0.16953563762184234,0.2732312961117544,0.41173269183271005,1,1,1,0,0,0,0,0,0
LP002449,-0.47844499559363535,0.2889170184172398,-0.6634138028201769,-2.5228356340985316,-2.428760260810931,1,1,0,0,0,0,0,0,0
LP002209,-0.4324100980942726,-0.055490191238160284,-0.4254282484081714,0.2732312961117544,0.41173269183271005,0,0,0,0,0,0,0,0,1
LP002648,-0.5362753116693473,1.725372113305701,-0.9013993572321825,-2.5228356340985316,0.41173269183271005,1,1,0,0,0,0,0,1,0
LP002004,-0.40570658103948215,0.26805421822957404,-0.41352897068757116,0.2732312961117544,0.41173269183271005,1,0,0,0,0,1,0,1,0
LP001751,-0.3527910227039157,-0.5544873301529852,0.2885284148278451,0.2732312961117544,0.41173269183271005,1,1,0,0,0,0,0,0,0
LP001068,-0.4266762140641029,0.216068224319325,-0.2826369157609681,0.2732312961117544,0.41173269183271005,1,1,0,0,0,0,0,1,0
LP002403,0.8211807761588364,-0.5544873301529852,0.49081613607804975,0.2732312961117544,-2.428760260810931,1,0,0,0,0,0,1,0,1
LP001871,0.29431874641524014,-0.5544873301529852,-0.3064354712021687,0.2732312961117544,0.41173269183271005,0,0,0,0,0,0,0,0,0
LP001155,-0.5693680137863268,0.00778223556049812,-0.5444210256141742,0.2732312961117544,0.41173269183271005,0,1,0,0,0,1,0,1,0
LP001761,0.1632585400113605,-0.5544873301529852,0.6455067464458534,0.2732312961117544,0.41173269183271005,1,0,0,0,0,0,1,0,0
LP001112,-0.28447589011589347,-0.055490191238160284,-0.020852805907762065,0.2732312961117544,0.41173269183271005,0,1,0,0,0,0,0,1,0
LP001543,0.6773421996305785,-0.5544873301529852,0.49081613607804975,0.2732312961117544,0.41173269183271005,1,1,1,0,0,0,0,0,1
LP001788,-0.3178962427488828,-0.5544873301529852,-0.2826369157609681,0.2732312961117544,0.41173269183271005,0,0,0,0,0,0,1,0,1
LP002925,-0.10705313569664134,-0.5544873301529852,-0.6158166919377758,0.2732312961117544,0.41173269183271005,1,0,0,0,0,0,0,1,0
LP001606,-0.31232618397671785,0.11722643326628564,-0.3540325820845698,0.2732312961117544,0.41173269183271005,1,1,0,0,0,0,0,0,0
LP002659,-0.3174047669748682,0.6179336377702636,0.05054286041583959,0.2732312961117544,0.41173269183271005,1,1,0,0,1,0,0,0,0
LP002624,2.5277484887953547,1.7257141264235314,3.9773045082139302,0.2732312961117544,0.41173269183271005,1,1,0,0,0,0,0,0,1
LP001664,-0.19863145492135226,-0.5544873301529852,-0.3064354712021687,0.2732312961117544,0.41173269183271005,1,0,0,0,0,0,0,0,0
LP002682,-0.3816242681127693,0.061136281942069534,-0.2707376380403678,0.2732312961117544,-2.428760260810931,1,1,0,0,0,1,0,1,0
LP002106,0.016307283581010405,0.9811515689063458,-0.9013993572321825,0.2732312961117544,0.41173269183271005,1,1,0,0,0,0,1,1,0
LP002933,0.6476898279317007,-0.5544873301529852,1.7402402967410786,0.2732312961117544,0.41173269183271005,1,0,0,0,1,0,1,1,0
LP002693,0.41686003940286764,1.8963786722209939,3.9773045082139302,0.2732312961117544,0.41173269183271005,1,1,0,1,0,0,1,0,0
LP001233,0.8758984123324562,-0.5544873301529852,1.9782258511530841,0.2732312961117544,0.41173269183271005,1,1,1,0,0,0,0,0,1
LP002087,-0.4756599662075529,-0.5544873301529852,-0.9370971903939832,0.2732312961117544,0.41173269183271005,0,0,0,0,0,0,0,0,1
LP001579,-0.5187460090628284,-0.5544873301529852,-0.9846943012763844,2.1372759162519452,-2.428760260810931,1,0,0,0,0,0,0,1,0
LP002103,0.7256706507420091,0.07242271483047887,0.43131974747504837,-2.5228356340985316,0.41173269183271005,1,1,1,0,0,0,1,0,1
LP001565,-0.37916688924269654,-0.11671053932983518,-0.2945361934815684,0.2732312961117544,-2.428760260810931,1,1,1,0,0,0,0,1,0
LP001998,0.3708251419035049,-0.5544873301529852,0.4670175806368492,0.2732312961117544,0.41173269183271005,1,1,0,1,0,1,0,0,0
LP001658,-0.25318526583696715,-0.5544873301529852,-0.8300036909085807,0.2732312961117544,0.41173269183271005,1,0,0,0,0,0,0,1,0
LP001531,0.6163992036527745,-0.5544873301529852,1.1690749661522655,0.2732312961117544,0.41173269183271005,1,0,0,0,0,0,0,0,1
LP002151,-0.2504002364508847,-0.5544873301529852,-0.9370971903939832,0.2732312961117544,0.41173269183271005,1,1,1,0,0,0,0,0,1
LP002424,0.31610750572988516,2.2955079807292877,0.34802480343084646,-0.6587910139583409,0.41173269183271005,1,1,0,0,0,0,0,0,0
LP002606,-0.36769912118235704,-0.5544873301529852,-0.5444210256141742,0.2732312961117544,0.41173269183271005,0,0,0,0,0,0,0,1,0
LP002720,-0.1838871817009158,-0.5544873301529852,-0.5444210256141742,0.2732312961117544,0.41173269183271005,1,1,0,0,1,0,0,0,1
LP001356,-0.1231080109811166,0.6709456710340044,-0.21124124943736647,0.2732312961117544,0.41173269183271005,1,1,0,0,0,0,0,1,0
LP002301,0.3338006335944089,-0.5544873301529852,0.5741110801222516,0.2732312961117544,0.41173269183271005,0,0,0,0,0,0,1,0,0
LP001253,-0.02251930256613895,0.052243940878474296,0.49081613607804975,0.2732312961117544,0.41173269183271005,1,1,0,0,1,0,1,1,0
LP002398,-0.5696956643023365,0.07857895095142942,-1.1393849116441879,0.2732312961117544,0.41173269183271005,1,0,0,0,0,0,0,1,0
LP002931,0.09772843680942066,-0.5544873301529852,0.7050031350488547,-1.5908133240284363,0.41173269183271005,1,1,0,1,0,0,1,1,0
LP001422,0.8198701740947977,-0.5544873301529852,1.3475641319612697,0.2732312961117544,0.41173269183271005,0,0,0,0,0,0,0,0,1
LP002288,-0.4119319408436664,-0.5544873301529852,-1.1988813002471892,-2.5228356340985316,-2.428760260810931,1,1,0,1,0,1,0,0,1
LP002362,0.30251000931548266,0.015648537270601597,-0.4254282484081714,0.2732312961117544,-2.428760260810931,1,1,1,0,0,0,0,0,1
LP002588,-0.12753129294724755,0.4226441474889989,-0.41352897068757116,-5.132498102294799,0.41173269183271005,1,1,0,0,0,0,0,0,1
LP001698,-0.23401771065039978,0.3111478710762279,-1.0798885230411865,0.2732312961117544,0.41173269183271005,1,0,0,0,0,1,0,0,0
LP002128,-0.4620624697931504,0.2424032343922801,-0.2469390825991673,0.2732312961117544,0.41173269183271005,1,1,0,1,0,0,0,0,0
LP002180,0.23239279888940703,-0.5544873301529852,-0.05655063906956289,0.2732312961117544,0.41173269183271005,1,0,0,0,0,0,1,0,0
LP002141,-0.4484649733787479,0.15792599428812537,-0.6039174142171756,0.2732312961117544,0.41173269183271005,1,1,0,0,1,0,0,0,0
LP002697,-0.11852090375698081,0.15929404675944772,-0.21124124943736647,0.2732312961117544,0.41173269183271005,1,0,0,0,0,0,0,1,0
LP001018,-0.22893912765224944,-0.03257531234351103,0.26472985938664456,0.2732312961117544,0.41173269183271005,1,1,0,1,0,0,0,0,1
LP002255,0.6165630289107793,-0.5544873301529852,0.4670175806368492,0.2732312961117544,0.41173269183271005,1,0,0,0,1,0,0,0,0
LP001109,-0.5857505395868119,-0.09960988343830587,-0.5444210256141742,0.2732312961117544,-2.428760260810931,1,1,0,0,0,0,0,0,1
LP001493,-0.19715702759930862,-0.06540857165524729,-0.19934197171676618,0.2732312961117544,0.41173269183271005,1,1,0,1,0,1,0,0,0
LP001843,-0.44928409966877214,1.8741478195620058,1.585549686373275,-2.5228356340985316,0.41173269183271005,1,1,1,0,0,1,0,1,0
LP001977,-0.6190070669617963,0.06216232129556129,-0.5920181364965753,0.2732312961117544,0.41173269183271005,1,1,1,0,0,0,0,0,1
LP002300,-0.5636341297561571,-0.5544873301529852,-1.1036870784823871,0.2732312961117544,0.41173269183271005,0,0,0,0,0,1,0,1,0
LP001199,-0.3352617200973968,0.4233281737246601,-0.020852805907762065,0.2732312961117544,0.41173269183271005,1,1,0,1,0,1,0,0,1
LP001387,-0.40537893052347246,0.24342927374577186,-0.08034919451076344,0.2732312961117544,0.41173269183271005,0,1,0,0,0,0,0,1,0
LP002181,0.13311469253846817,-0.5544873301529852,-0.1517448608343651,0.2732312961117544,0.41173269183271005,1,0,0,0,0,1,0,0,0
LP002211,-0.09607684341031641,-0.23880922239535438,-0.3064354712021687,-2.5228356340985316,0.41173269183271005,1,1,0,0,0,0,0,0,1
LP002821,0.06496338520845074,-0.5544873301529852,-0.16364413855496537,0.2732312961117544,0.41173269183271005,1,0,0,0,0,1,1,1,0
LP001870,-0.31494738810479544,-0.5544873301529852,0.11003924901884096,-4.759689178266761,0.41173269183271005,0,0,1,0,0,0,0,1,0
LP002916,-0.5089164935825374,-0.03394336481483337,-0.49682391473177306,0.2732312961117544,0.41173269183271005,1,1,0,0,0,0,0,0,1
LP001954,-0.12081445736904871,-0.5544873301529852,-0.12794630539316454,0.2732312961117544,0.41173269183271005,0,1,1,0,0,0,0,0,1
LP001528,0.143108033276764,-0.5544873301529852,-0.3302340266433692,0.2732312961117544,-2.428760260810931,1,0,0,0,0,0,0,0,0
LP001877,-0.11393379653284502,-0.08011513572196248,0.05054286041583959,0.2732312961117544,0.41173269183271005,1,1,0,1,0,0,0,1,0
LP002717,-0.717302221764706,1.3265848179152375,0.8358951899754578,0.2732312961117544,0.41173269183271005,1,1,0,0,0,0,0,0,0
LP002753,-0.2869332689859662,-0.5544873301529852,-0.6039174142171756,0.2732312961117544,0.41173269183271005,0,0,1,0,0,0,0,1,0
LP001114,-0.2027270863714735,1.9114272494055395,0.45511830291624894,0.2732312961117544,0.41173269183271005,1,0,0,0,0,0,0,0,1
LP002435,-0.3054455231405142,-0.08387728001809892,-1.0798885230411865,0.2732312961117544,0.41173269183271005,1,1,0,0,0,0,0,0,0
LP001994,-0.4920424920080379,0.08268310836539645,-0.49682391473177306,0.2732312961117544,-2.428760260810931,0,0,0,0,0,0,0,0,1
LP001671,-0.3255960298751107,0.4086216096579449,-0.3897304152463706,0.2732312961117544,0.41173269183271005,0,1,0,0,0,0,0,1,0
LP002534,-0.17258323889858118,-0.5544873301529852,0.09813997129824069,0.2732312961117544,0.41173269183271005,0,0,0,0,0,1,0,0,0
LP002188,-0.04578248920282759,-0.5544873301529852,-0.2588383603197676,0.2732312961117544,-2.428760260810931,1,0,0,0,0,0,0,0,0
LP001516,1.550203174280417,-0.5544873301529852,-0.9013993572321825,0.2732312961117544,0.41173269183271005,0,1,0,1,0,0,0,0,1
LP002545,-0.3041349210764754,-0.5544873301529852,-0.7824065800261797,0.2732312961117544,-2.428760260810931,1,0,0,1,0,0,0,0,0
LP002757,-0.3909623078190457,-0.32773263303130673,-0.5206224701729736,0.2732312961117544,0.41173269183271005,0,1,0,0,0,1,0,1,0
LP001518,-0.6332598644082182,-0.06711863724440022,-1.3773704660561934,0.2732312961117544,0.41173269183271005,1,1,1,0,0,0,0,0,1
LP002390,-0.2708783937014909,-0.5544873301529852,-0.5444210256141742,0.2732312961117544,0.41173269183271005,1,0,0,0,0,0,0,0,1
LP002137,0.15228224772503557,1.0129587888645903,1.3475641319612697,0.2732312961117544,0.41173269183271005,1,1,0,0,0,0,0,1,0
LP002067,0.5344865746503497,1.1497640359968246,2.7397796252715017,0.2732312961117544,-2.428760260810931,1,1,1,0,0,0,1,0,0
LP002305,-0.14030966307162582,-0.5544873301529852,-0.36593185980517007,0.2732312961117544,0.41173269183271005,0,0,0,0,0,0,0,1,0
LP001432,-0.40079182329933666,-0.5544873301529852,-0.7705073023055794,0.2732312961117544,0.41173269183271005,1,1,0,1,0,0,0,1,0
LP002670,-0.5524940122118274,0.003678078146531088,-0.3897304152463706,2.1372759162519452,0.41173269183271005,0,1,0,1,0,0,0,1,0
LP001327,-0.4782811703356305,0.2328268670930237,-0.10414774995196399,0.2732312961117544,0.41173269183271005,0,1,0,0,0,0,0,1,0
LP001507,-0.4432225651225927,0.14116735151442666,-0.2826369157609681,0.2732312961117544,0.41173269183271005,1,1,0,0,0,0,0,1,0
LP001792,-0.3421423809336005,-0.5544873301529852,-0.5920181364965753,0.2732312961117544,0.41173269183271005,1,1,1,0,0,0,0,1,0
LP002789,-0.2965989592082523,0.9045406305122945,-0.16364413855496537,-2.5228356340985316,-2.428760260810931,1,1,0,0,0,0,0,0,0
LP001333,-0.5613405761440893,-0.213500251675891,-1.1393849116441879,0.2732312961117544,0.41173269183271005,1,1,0,0,0,0,0,1,0
LP002197,-0.03578914846453177,-0.5544873301529852,0.11003924901884096,0.2732312961117544,0.41173269183271005,1,1,0,1,0,0,0,1,0
LP002065,1.5721557588530668,-0.5544873301529852,1.835434518505881,0.2732312961117544,0.41173269183271005,1,1,0,0,1,0,0,0,0
LP001908,-0.21353955339979358,-0.5544873301529852,-0.2588383603197676,0.2732312961117544,0.41173269183271005,0,1,0,0,0,1,0,0,0
LP001945,0.0022183113925933404,-0.5544873301529852,-0.03275208362836234,2.1372759162519452,-2.428760260810931,0,0,0,0,0,0,0,0,1
LP002582,1.9428923177180415,-0.5544873301529852,0.9429886894608602,0.2732312961117544,0.41173269183271005,0,0,0,0,0,1,1,1,0
LP001431,-0.5351285348633134,2.5167904679656767,-0.10414774995196399,0.2732312961117544,-2.428760260810931,0,0,0,0,0,0,0,1,0
LP001637,4.659606571212462,-0.5544873301529852,1.3594634096818698,0.2732312961117544,0.41173269183271005,1,1,1,0,0,0,0,1,0
LP001682,-0.23123268126431734,-0.5544873301529852,-0.21124124943736647,-2.5228356340985316,0.41173269183271005,1,1,0,0,1,1,0,0,1
LP002055,-0.3665523443763231,0.4664218265713139,-0.16364413855496537,0.2732312961117544,0.41173269183271005,0,0,0,0,0,0,0,0,0
LP001814,0.7043733672013787,-0.5544873301529852,-0.4016296929669709,0.2732312961117544,0.41173269183271005,1,1,0,1,0,0,0,0,1
LP002386,1.2241909108507665,-0.5544873301529852,3.0848586791689097,0.2732312961117544,0.41173269183271005,1,0,0,0,0,0,0,1,0
LP002348,0.06971431769059137,-0.5544873301529852,-0.09224847223136372,0.2732312961117544,0.41173269183271005,1,1,0,0,0,0,0,0,0
LP002585,-0.2959436581762329,0.18323496500758873,-0.3183347489227689,0.2732312961117544,-2.428760260810931,1,1,0,0,0,0,0,0,0
LP002364,1.5524967278924848,-0.5544873301529852,-0.5920181364965753,0.2732312961117544,0.41173269183271005,1,1,0,0,0,0,0,1,0
LP002743,-0.5349647096053085,-0.5544873301529852,-0.5563203033347744,0.2732312961117544,-2.428760260810931,0,0,0,0,0,0,0,1,0
LP002297,-0.4756599662075529,6.285775026458735,-0.5087231924523733,0.2732312961117544,0.41173269183271005,1,0,0,0,0,0,0,1,0
LP001443,-0.2803802586657722,-0.5544873301529852,-0.6277159696583761,0.2732312961117544,0.41173269183271005,0,0,0,0,0,0,0,0,0
LP002768,-0.33509789483939195,-0.5544873301529852,-0.7824065800261797,-4.759689178266761,0.41173269183271005,1,0,0,0,0,1,0,1,0
LP002813,2.306748215746812,-0.5544873301529852,5.405217834685963,0.2732312961117544,0.41173269183271005,0,1,1,0,0,0,1,1,0
LP001749,0.35624469394107333,-0.2090540811440934,0.34802480343084646,0.2732312961117544,0.41173269183271005,1,1,0,0,0,0,0,1,0
LP002119,-0.13916288626559187,-0.13415320833919506,0.1457370821806418,0.2732312961117544,0.41173269183271005,1,1,1,0,0,1,0,0,1
LP001179,-0.1290057202692912,-0.5544873301529852,-0.13984558311376483,0.2732312961117544,0.41173269183271005,1,1,0,1,0,0,0,0,1
LP001734,-0.1835595311849061,0.26052992963730115,-0.22314052715796673,0.2732312961117544,0.41173269183271005,0,1,0,1,0,0,0,1,0
LP001465,0.11083445744980862,0.32414436955379017,0.43131974747504837,0.2732312961117544,0.41173269183271005,1,1,0,0,0,0,0,0,0
LP002792,0.010573399550840669,-0.2015297925518205,-1.4249675769385945,0.2732312961117544,0.41173269183271005,1,1,1,0,0,0,0,1,0
LP002314,-0.5226778152549447,-0.5544873301529852,-0.9489964681145835,0.2732312961117544,0.41173269183271005,0,0,0,0,0,1,0,0,0
LP002489,-0.03480619691650267,-0.5544873301529852,-0.16364413855496537,0.2732312961117544,0.41173269183271005,0,0,1,0,0,1,0,1,0
LP002795,0.7758011796914931,-0.5544873301529852,1.3594634096818698,0.2732312961117544,0.41173269183271005,1,1,0,0,1,0,1,1,0
LP002317,12.38462278717314,-0.5544873301529852,2.5493911817418975,0.2732312961117544,-2.428760260810931,1,1,0,0,1,0,0,0,0
LP002603,-0.7795558198065489,0.7051469828170629,-0.3897304152463706,2.1372759162519452,0.41173269183271005,0,0,0,0,0,0,0,0,0
LP002341,-0.45927744040706797,-0.5544873301529852,0.16953563762184234,0.2732312961117544,0.41173269183271005,0,0,1,0,0,0,0,0,1
LP002239,-0.5008890559402998,-0.007266341624047663,-0.16364413855496537,0.2732312961117544,0.41173269183271005,1,0,0,0,0,1,0,1,0
LP002938,1.7556400478184984,-0.5544873301529852,1.3594634096818698,0.2732312961117544,0.41173269183271005,1,1,0,0,0,0,1,0,1
LP001947,-0.49482752139412034,0.5857844046941885,0.31232697026904566,0.2732312961117544,0.41173269183271005,1,1,0,0,0,0,0,1,0
LP001882,-0.17536826828466362,0.06489842623820598,0.16953563762184234,0.2732312961117544,-2.428760260810931,1,1,0,0,1,0,0,0,1
LP002530,-0.414553144971744,0.08576122642587172,-0.16364413855496537,0.2732312961117544,-2.428760260810931,1,1,0,1,0,0,0,1,0
LP002370,-0.44010988522050054,-0.5544873301529852,-1.0203921344381852,-2.5228356340985316,0.41173269183271005,1,0,0,0,0,1,0,0,1
LP001391,-0.3000392896263542,0.8525546366020454,0.07434141585704014,0.2732312961117544,-2.428760260810931,1,1,0,0,0,1,0,0,0
LP001630,-0.5030187842943628,-0.05822629618080497,-0.5206224701729736,2.1372759162519452,-2.428760260810931,1,0,0,0,0,1,0,0,1
LP002984,0.35706382023109756,-0.5544873301529852,0.49081613607804975,0.2732312961117544,0.41173269183271005,1,1,0,1,0,0,0,0,1
LP002785,-0.3391935262895132,0.5570553027964192,0.1457370821806418,0.2732312961117544,0.41173269183271005,1,1,1,0,0,0,0,0,1
LP002494,0.09772843680942066,-0.5544873301529852,-0.06844991679016317,0.2732312961117544,0.41173269183271005,1,0,0,0,0,0,0,0,0
LP002205,-0.38359017120882744,0.12509273497638912,-0.41352897068757116,-2.5228356340985316,-2.428760260810931,1,0,1,0,0,0,0,0,1
LP002024,-0.48008324817368386,0.07584284600878473,0.15763635990124206,0.2732312961117544,0.41173269183271005,1,1,0,0,0,0,0,0,0
LP001529,-0.4630454213411795,0.7280618617117122,0.07434141585704014,0.2732312961117544,0.41173269183271005,1,1,0,0,0,0,1,0,0
LP002625,-0.2982372117883008,-0.5544873301529852,-0.5920181364965753,0.2732312961117544,0.41173269183271005,1,0,0,0,0,0,0,0,1
LP001776,0.47993276373473476,-0.5544873301529852,1.5974489640938754,0.2732312961117544,0.41173269183271005,0,0,0,0,0,0,0,1,0
LP001993,-0.26891249060543276,0.015306524152771011,-0.12794630539316454,0.2732312961117544,0.41173269183271005,0,0,0,0,0,0,0,0,0
LP002409,0.4091602522766397,0.07242271483047887,0.40752119203384785,0.2732312961117544,0.41173269183271005,1,1,0,0,0,0,0,0,0
LP001572,0.6421197691595358,-0.5544873301529852,-0.841902968629181,-2.5228356340985316,0.41173269183271005,1,1,0,0,0,0,0,0,1
LP002036,-0.5480707302456964,0.17536866329748527,-0.6872123582613775,0.2732312961117544,0.41173269183271005,1,1,0,0,0,0,0,0,1
LP001489,-0.13441195378345122,-0.5544873301529852,-0.7348094691437785,0.2732312961117544,0.41173269183271005,0,1,0,0,0,0,0,0,0
LP002318,-0.25171083851492354,-0.5544873301529852,-0.9965935789969846,0.2732312961117544,0.41173269183271005,0,0,1,0,0,1,1,1,0
LP001669,-0.5728083442044287,0.25437369351635064,-0.3064354712021687,0.2732312961117544,0.41173269183271005,0,0,0,0,0,1,0,0,1
LP002941,0.16047351062527804,-0.21247421232239924,0.49081613607804975,0.2732312961117544,0.41173269183271005,1,1,0,1,0,1,1,0,0
LP001859,1.5202231520655296,0.16374021729124533,1.8830316293882818,0.2732312961117544,0.41173269183271005,1,1,0,0,0,0,0,0,0
LP001770,-0.36278436344221154,0.33406274997087715,-0.3064354712021687,0.2732312961117544,0.41173269183271005,1,0,0,0,0,1,0,0,0
LP001401,1.5038406262650446,-0.5544873301529852,0.4670175806368492,-2.5228356340985316,0.41173269183271005,1,1,1,0,0,0,0,0,0
LP001426,0.04317462589380574,0.3576616551011876,0.40752119203384785,0.2732312961117544,0.41173269183271005,1,1,0,0,0,0,0,0,0
LP002560,-0.4430587398645879,0.3980192030051967,-0.5920181364965753,0.2732312961117544,0.41173269183271005,1,0,0,0,0,1,0,1,0
LP002219,0.5482478963227571,1.1542102065286222,-0.18744269399616592,0.2732312961117544,0.41173269183271005,1,1,0,0,1,0,0,0,0
LP002236,-0.13719698316953366,-0.5544873301529852,-0.5444210256141742,0.2732312961117544,0.41173269183271005,1,1,0,1,0,0,0,0,1
LP001750,0.13868475131063304,-0.5544873301529852,-0.21124124943736647,0.2732312961117544,0.41173269183271005,1,1,0,0,0,0,0,1,0
LP002893,-0.584439937522773,11.018210537880554,-0.6634138028201769,0.2732312961117544,0.41173269183271005,1,0,0,0,0,0,0,0,1
LP002519,-0.11671882591892746,-0.5544873301529852,-0.5444210256141742,0.2732312961117544,0.41173269183271005,1,1,0,0,1,0,0,1,0
LP002131,-0.3801498407907256,0.18699710930372518,-0.23503980487856702,0.2732312961117544,0.41173269183271005,1,1,0,1,0,1,0,0,1
LP001449,-0.25203848903093323,0.006414183089175776,-0.21124124943736647,0.2732312961117544,0.41173269183271005,1,0,0,0,0,0,0,0,0
LP002959,1.0806799848385182,-0.5544873301529852,4.167692951743534,0.2732312961117544,0.41173269183271005,0,1,1,0,0,0,0,1,0
LP002429,-0.3174047669748682,-0.1406514575779762,-0.18744269399616592,0.2732312961117544,0.41173269183271005,1,1,1,0,0,0,1,0,0
LP001924,-0.3678629464403619,0.48967871858379375,-0.6753130805407772,0.2732312961117544,0.41173269183271005,1,0,0,0,0,0,0,0,0
